Date,Price,Open,High,Low,per_change,Days
28-May-19,1.116,1.1198,1.1202,1.1158,-0.0035,1195
29-May-19,1.1131,1.1162,1.1175,1.1124,-0.0026,1196
30-May-19,1.1131,1.113,1.1144,1.1115,0,1197
31-May-19,1.1169,1.1134,1.1181,1.1125,0.0034,1198
3-Jun-19,1.1241,1.1168,1.1263,1.1155,0.0064,1199
4-Jun-19,1.1252,1.1241,1.1278,1.1226,0.001,1200
5-Jun-19,1.1221,1.1251,1.1308,1.1219,-0.0028,1201
6-Jun-19,1.1276,1.1229,1.131,1.1214,0.0049,1202
7-Jun-19,1.1333,1.1276,1.1349,1.1251,0.0051,1203
10-Jun-19,1.1315,1.1324,1.1333,1.1291,-0.0016,1204
11-Jun-19,1.1332,1.1313,1.134,1.1302,0.0015,1205
12-Jun-19,1.1289,1.1326,1.1345,1.1282,-0.0038,1206
13-Jun-19,1.1277,1.1287,1.1305,1.1268,-0.0011,1207
14-Jun-19,1.1209,1.1282,1.1291,1.1202,-0.006,1208
17-Jun-19,1.1218,1.1215,1.1247,1.1203,0.0008,1209
18-Jun-19,1.1193,1.1219,1.1244,1.1181,-0.0022,1210
19-Jun-19,1.1226,1.1193,1.1254,1.1187,0.0029,1211
20-Jun-19,1.1292,1.1225,1.1318,1.1225,0.0059,1212
21-Jun-19,1.1368,1.1292,1.1379,1.1283,0.0067,1213
24-Jun-19,1.1398,1.1361,1.1405,1.1361,0.0026,1214
25-Jun-19,1.1367,1.14,1.1414,1.1344,-0.0027,1215
26-Jun-19,1.1369,1.1365,1.1392,1.1347,0.0002,1216
27-Jun-19,1.137,1.1369,1.1383,1.1348,0.0001,1217
28-Jun-19,1.137,1.1371,1.1395,1.1351,0,1218
1-Jul-19,1.1285,1.1375,1.1375,1.128,-0.0075,1219
2-Jul-19,1.1285,1.1286,1.1321,1.1275,0,1220
3-Jul-19,1.1278,1.1284,1.1311,1.1268,-0.0006,1221
4-Jul-19,1.1285,1.1277,1.1296,1.1272,0.0006,1222
5-Jul-19,1.1226,1.1285,1.1289,1.1207,-0.0052,1223
8-Jul-19,1.1215,1.1221,1.1235,1.1205,-0.001,1224
9-Jul-19,1.1208,1.1215,1.1221,1.1194,-0.0006,1225
10-Jul-19,1.1251,1.1208,1.1265,1.1202,0.0038,1226
11-Jul-19,1.1254,1.1251,1.1287,1.1245,0.0003,1227
12-Jul-19,1.1271,1.1254,1.1277,1.1238,0.0015,1228
15-Jul-19,1.1258,1.1268,1.1285,1.1252,-0.0012,1229
16-Jul-19,1.1211,1.1258,1.1265,1.1202,-0.0042,1230
17-Jul-19,1.1224,1.121,1.1234,1.1199,0.0012,1231
18-Jul-19,1.1277,1.1224,1.1282,1.1205,0.0047,1232
19-Jul-19,1.1222,1.1277,1.1283,1.1204,-0.0049,1233
22-Jul-19,1.121,1.1218,1.1227,1.1206,-0.0011,1234
23-Jul-19,1.1153,1.121,1.1211,1.1146,-0.0051,1235
24-Jul-19,1.1141,1.1152,1.116,1.1127,-0.0011,1236
25-Jul-19,1.1147,1.1142,1.1189,1.1102,0.0005,1237
26-Jul-19,1.1127,1.1147,1.1152,1.1112,-0.0018,1238
29-Jul-19,1.1144,1.1126,1.1151,1.1112,0.0015,1239
30-Jul-19,1.1155,1.1144,1.1162,1.1132,0.001,1240
31-Jul-19,1.1076,1.1155,1.1163,1.1059,-0.0071,1241
1-Aug-19,1.1085,1.1076,1.1097,1.1027,0.0008,1242
2-Aug-19,1.1109,1.1087,1.1118,1.107,0.0022,1243
5-Aug-19,1.1202,1.1101,1.1213,1.1101,0.0084,1244
6-Aug-19,1.12,1.1203,1.1251,1.1168,-0.0002,1245
7-Aug-19,1.1199,1.1199,1.1243,1.118,-0.0001,1246
8-Aug-19,1.118,1.1199,1.1233,1.1177,-0.0017,1247
9-Aug-19,1.12,1.1181,1.1224,1.118,0.0018,1248
12-Aug-19,1.1214,1.1204,1.1232,1.1162,0.0012,1249
13-Aug-19,1.1171,1.1214,1.1229,1.1171,-0.0038,1250
14-Aug-19,1.1139,1.117,1.1191,1.113,-0.0029,1251
15-Aug-19,1.1107,1.1138,1.1159,1.109,-0.0029,1252
16-Aug-19,1.109,1.1106,1.1113,1.1066,-0.0015,1253
19-Aug-19,1.1078,1.1092,1.1115,1.1076,-0.0011,1254
20-Aug-19,1.11,1.1079,1.1107,1.1065,0.002,1255
21-Aug-19,1.1085,1.11,1.1109,1.1081,-0.0014,1256
22-Aug-19,1.1079,1.1084,1.1114,1.1063,-0.0005,1257
23-Aug-19,1.1144,1.1079,1.1154,1.1051,0.0059,1258
26-Aug-19,1.1102,1.1147,1.1166,1.1094,-0.0038,1259
27-Aug-19,1.1091,1.1101,1.1116,1.1084,-0.001,1260
28-Aug-19,1.1078,1.109,1.1099,1.1072,-0.0012,1261
29-Aug-19,1.1057,1.1078,1.1093,1.1042,-0.0019,1262
30-Aug-19,1.0991,1.1058,1.1062,1.0963,-0.006,1263
2-Sep-19,1.0968,1.099,1.1,1.0958,-0.0021,1264
3-Sep-19,1.0974,1.097,1.098,1.0926,0.0005,1265
4-Sep-19,1.1035,1.0974,1.1038,1.0969,0.0056,1266
5-Sep-19,1.1035,1.1037,1.1086,1.1017,0,1267
6-Sep-19,1.1029,1.1035,1.1058,1.102,-0.0005,1268
9-Sep-19,1.1048,1.1024,1.1069,1.1016,0.0017,1269
10-Sep-19,1.1043,1.1045,1.1059,1.103,-0.0005,1270
11-Sep-19,1.101,1.1043,1.1056,1.0984,-0.003,1271
12-Sep-19,1.1063,1.1011,1.1088,1.0927,0.0048,1272
13-Sep-19,1.1075,1.1064,1.1111,1.1055,0.0011,1273
16-Sep-19,1.1002,1.1087,1.1093,1.0994,-0.0066,1274
17-Sep-19,1.1073,1.1,1.1076,1.099,0.0065,1275
18-Sep-19,1.103,1.1072,1.1076,1.1013,-0.0039,1276
19-Sep-19,1.1041,1.1029,1.1074,1.1022,0.001,1277
20-Sep-19,1.1018,1.1041,1.1069,1.0995,-0.0021,1278
23-Sep-19,1.0993,1.1016,1.1027,1.0966,-0.0023,1279
24-Sep-19,1.102,1.0994,1.1026,1.0984,0.0025,1280
25-Sep-19,1.0943,1.102,1.1025,1.0938,-0.007,1281
26-Sep-19,1.0922,1.0942,1.0968,1.0908,-0.0019,1282
27-Sep-19,1.0939,1.092,1.0959,1.0904,0.0016,1283
30-Sep-19,1.09,1.094,1.0949,1.0885,-0.0036,1284
1-Oct-19,1.0932,1.0901,1.0944,1.0879,0.0029,1285
2-Oct-19,1.0959,1.0932,1.0964,1.0903,0.0025,1286
3-Oct-19,1.0966,1.0959,1.1001,1.0941,0.0006,1287
4-Oct-19,1.0978,1.0964,1.0999,1.0957,0.0011,1288
7-Oct-19,1.0971,1.0975,1.1001,1.0961,-0.0006,1289
8-Oct-19,1.0956,1.0971,1.0997,1.0941,-0.0014,1290
9-Oct-19,1.0971,1.0957,1.0991,1.0952,0.0014,1291
10-Oct-19,1.1006,1.0972,1.1036,1.0971,0.0032,1292
11-Oct-19,1.1042,1.1006,1.1064,1.1001,0.0033,1293
14-Oct-19,1.1029,1.1043,1.1049,1.1012,-0.0012,1294
15-Oct-19,1.1033,1.1029,1.1047,1.0991,0.0004,1295
16-Oct-19,1.1072,1.1033,1.1087,1.1022,0.0035,1296
17-Oct-19,1.1124,1.1073,1.1141,1.1065,0.0047,1297
18-Oct-19,1.1171,1.1126,1.1174,1.1115,0.0042,1298
21-Oct-19,1.1149,1.1142,1.118,1.1136,-0.002,1299
22-Oct-19,1.1125,1.1149,1.1158,1.1117,-0.0022,1300
23-Oct-19,1.1131,1.1124,1.114,1.1105,0.0005,1301
24-Oct-19,1.1104,1.113,1.1162,1.1092,-0.0024,1302
25-Oct-19,1.108,1.1105,1.1124,1.1073,-0.0022,1303
28-Oct-19,1.11,1.1082,1.1109,1.1076,0.0018,1304
29-Oct-19,1.1112,1.1099,1.112,1.1074,0.0011,1305
30-Oct-19,1.115,1.1112,1.1153,1.108,0.0034,1306
31-Oct-19,1.1152,1.1151,1.1176,1.1131,0.0002,1307
1-Nov-19,1.1167,1.1152,1.1173,1.1128,0.0013,1308
4-Nov-19,1.1128,1.1167,1.1177,1.1125,-0.0035,1309
5-Nov-19,1.1075,1.1126,1.114,1.1062,-0.0048,1310
6-Nov-19,1.1067,1.1075,1.1095,1.1065,-0.0007,1311
7-Nov-19,1.105,1.1065,1.1092,1.1035,-0.0015,1312
8-Nov-19,1.1018,1.105,1.1057,1.1017,-0.0029,1313
11-Nov-19,1.1033,1.1022,1.1044,1.1016,0.0014,1314
12-Nov-19,1.1009,1.1033,1.104,1.1003,-0.0022,1315
13-Nov-19,1.1007,1.101,1.1021,1.0994,-0.0002,1316
14-Nov-19,1.1023,1.1006,1.1029,1.0989,0.0015,1317
15-Nov-19,1.1052,1.1022,1.1059,1.1015,0.0026,1318
18-Nov-19,1.1072,1.1052,1.1092,1.1048,0.0018,1319
19-Nov-19,1.1079,1.1071,1.1084,1.1062,0.0006,1320
20-Nov-19,1.1073,1.1078,1.1082,1.1052,-0.0005,1321
21-Nov-19,1.1059,1.1074,1.1098,1.1052,-0.0013,1322
22-Nov-19,1.1024,1.1059,1.1087,1.1015,-0.0032,1323
25-Nov-19,1.1014,1.1024,1.1033,1.1003,-0.0009,1324
26-Nov-19,1.102,1.1014,1.1027,1.1007,0.0005,1325
27-Nov-19,1.1005,1.1022,1.1022,1.0992,-0.0014,1326
28-Nov-19,1.1006,1.1005,1.1009,1.1003,0.0001,1327
29-Nov-19,1.1017,1.1009,1.103,1.0981,0.0007,1328
